fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,current_rank,current_p4p,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result,next_date,next_opp
Junior Albini,1991-03-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,heavyweight,16,16,11,16,5,1,1 KO 0 Sub 0 Dec,4,2 KO 1 Sub 1 Dec,-4,1,1,8.6,2405,2750,2685,2017-07-22,W - Tim Johnson,2019-06-29,L - Maurice Greene,NA,NA
Terrion Ware,1986-03-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,16,16,16,4,0,0 KO 0 Sub 0 Dec,4,0 KO 0 Sub 4 Dec,-4,-1,0,6.8,2482,2630,2730,2017-07-08,L - Cody Stamann,2018-09-15,L - Merab Dvalishvili,NA,NA
Mike Graves,1991-01-08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,16,16,3,2,0 KO 1 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,0,2,0,7,2854,2705,2681,2015-07-12,W - Vicente Luque,2016-07-30,D - Bojan Velickovic,NA,NA
Alan Patrick,1983-07-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,16,16,16,10,5,1 KO 0 Sub 4 Dec,4,3 KO 0 Sub 1 Dec,-1,3,0,8.5,2547,2921,2708,2013-10-09,W - Garett Whiteley,2022-05-14,L - Michael Johnson,NA,NA
Zabit Magomedsharipov,1991-03-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,featherweight,16,16,2,16,6,6,0 KO 3 Sub 3 Dec,0,0 KO 0 Sub 0 Dec,6,6,4,4.8,3212,3212,2788,2017-09-02,W - Mike Santiago,2019-11-09,W - Calvin Kattar,NA,NA
David Michaud,1988-11-10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"lightweight, welterweight",16,16,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 1 Sub 1 Dec,-1,1,0,10.3,2833,2558,2517,2014-05-24,L - Li Jingliang,2015-04-25,L - Olivier Aubin-Mercier,NA,NA
Gaetano Pirrello,1992-04-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Belgium,male,bantamweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,-1,0,9,2502,2477,2778,2021-01-20,L - Ricky Simon,2021-10-02,L - Douglas Silva de Andrade,NA,NA
Adam Cella,1985-06-26,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,0,8,2142,2346,2594,2013-04-06,L - Tor Troeng,2013-04-06,L - Tor Troeng,NA,NA
Allen Crowder,1989-11-08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,16,16,3,1,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-1,1,0,8,2494,2590,2590,2017-12-02,L - Justin Willis,2019-06-22,L - Jairzinho Rozenstruik,NA,NA
Hannah Cifers,1992-06-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,"women's flyweight, women's strawweight",16,16,16,16,7,2,0 KO 0 Sub 2 Dec,5,2 KO 3 Sub 0 Dec,-4,2,0,7.4,2274,2519,2514,2018-11-10,L - Maycee Barber,2020-08-29,L - Mallory Martin,NA,NA
Lucas Martins,1988-11-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,16,16,16,16,7,4,2 KO 1 Sub 1 Dec,3,1 KO 1 Sub 1 Dec,1,3,2,8.6,2590,2659,2594,2013-01-19,L - Edson Barboza,2016-04-10,W - Robert Whiteford,NA,NA
Gregor Gillespie,1986-11-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,8,16,8,7,4 KO 2 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,1,6,4,5.6,3096,3096,2802,2016-09-24,W - Glaico Franca,2021-05-08,W - Diego Ferreira,NA,NA
Geane Herrera,1990-05-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,flyweight,16,16,16,16,4,1,1 KO 0 Sub 0 Dec,3,0 KO 0 Sub 3 Dec,-2,1,0,9.5,2629,2632,2654,2015-08-08,L - Ray Borg,2016-11-26,L - Ben Nguyen,NA,NA
Emily Whitmire,1991-05-24,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,"women's flyweight, women's strawweight",16,16,15,16,6,2,0 KO 1 Sub 1 Dec,4,0 KO 4 Sub 0 Dec,-3,2,0,11.3,2174,2486,2359,2017-12-01,L - Gillian Robertson,2021-09-18,L - Hannah Goldy,NA,NA
Dan Moret,1986-11-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,-3,-1,0,10.3,2505,2609,2640,2018-04-14,L - Gilbert Burns,2019-06-29,L - Jared Gordon,NA,NA
Jianping Yang,1986-01-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,featherweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,4,2483,2211,2315,2014-08-22,L - Guangyou Ning,2014-08-22,L - Guangyou Ning,NA,NA
Fernando Bruno,1982-02-24,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"featherweight, lightweight",16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,-1,0,5,2532,2650,2584,2015-08-01,L - Glaico Franca,2016-07-08,L - Gray Maynard,NA,NA
Anton Zafir,1987-05-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,welterweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,-1,0,12,2354,2529,2564,2015-11-14,L - James Moontasri,2016-07-08,L - Li Jingliang,NA,NA
Sheymon Moraes,1990-10-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,16,16,16,16,5,2,0 KO 0 Sub 2 Dec,3,1 KO 1 Sub 1 Dec,-2,2,0,7,2874,2858,2829,2017-11-25,L - Zabit Magomedsharipov,2019-07-13,L - Andre Fili,NA,NA
Jonathan Wilson,1987-07-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"middleweight, light heavyweight",16,16,16,16,4,1,1 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,-3,1,0,9,2406,2673,2615,2015-08-08,W - Chris Dempsey,2017-10-21,L - Oskar Piechota,NA,NA
Kyle Stewart,1989-01-31,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,-1,0,12,2623,2623,2580,2019-01-19,L - Chance Rencountre,2019-07-27,L - Erik Koch,NA,NA
John Gunther,1985-11-24,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 1 Sub 0 Dec,-1,1,0,9,2538,2580,2724,2018-07-06,W - Allan Zuniga,2018-11-10,L - Davi Ramos,NA,NA
Elias Silverio,1986-09-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,16,16,16,5,3,0 KO 1 Sub 2 Dec,2,1 KO 0 Sub 1 Dec,-2,3,0,7.8,2685,2777,2614,2013-09-04,W - Joao Zeferino,2015-08-23,L - Shane Campbell,NA,NA
Leandro Silva,1985-11-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,16,16,16,8,3,0 KO 1 Sub 2 Dec,4,0 KO 0 Sub 4 Dec,-2,2,1,8.1,2648,2793,2657,2013-06-08,L - Ildemar Alcantara,2016-09-03,L - Rustam Khabilov,NA,NA
Alex Chambers,1978-10-28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,female,women's strawweight,16,16,16,16,5,1,0 KO 1 Sub 0 Dec,4,0 KO 3 Sub 1 Dec,-3,1,1,10,2241,2357,2504,2014-12-12,L - Aisling Daly,2018-09-22,L - Livinha Souza,NA,NA
Devonte Smith,1993-07-30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,16,16,6,3,3 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,-2,2,1,8.3,2607,2909,2632,2018-11-10,W - Julian Erosa,2022-03-05,L - Ludovit Klein,NA,NA
Alex White,1988-10-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,16,16,10,4,2 KO 0 Sub 2 Dec,6,1 KO 1 Sub 4 Dec,-1,1,1,9,2489,2623,2602,2014-04-19,W - Estevan Payan,2019-10-26,L - Rafael Fiziev,NA,NA
Nick Hein,1984-04-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Germany,male,lightweight,16,16,16,16,8,4,0 KO 0 Sub 4 Dec,4,1 KO 1 Sub 2 Dec,-3,3,0,6.8,2469,2789,2583,2014-05-30,W - Drew Dober,2019-06-01,L - Frank Camacho,NA,NA
Ali Bagautinov,1985-06-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,flyweight,16,16,4,16,7,4,1 KO 0 Sub 3 Dec,3,0 KO 0 Sub 3 Dec,-1,3,0,5.6,2956,2869,2770,2013-09-04,W - Marcos Vinicius,2016-11-19,L - Kyoji Horiguchi,NA,NA
Pedro Nobre,1986-02-13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,bantamweight,16,16,16,16,1,0,NA,0,NA,0,0,0,9,2378,2548,2714,2013-01-19,NC - Iuri Alcantara,2013-01-19,NC - Iuri Alcantara,NA,NA
Thiago Santos,1984-01-07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,light heavyweight,16,16,1,16,24,14,11 KO 0 Sub 3 Dec,10,3 KO 3 Sub 4 Dec,-2,4,7,4.6,2789,3261,2904,2013-08-03,L - Cezar Ferreira,2022-08-06,L - Jamahal Hill,NA,NA
Guilherme Bomba,1986-03-23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,9,2459,2308,2467,2014-07-05,L - Luke Zachrich,2014-07-05,L - Luke Zachrich,NA,NA
Bethe Correia,1983-06-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's bantamweight,16,16,5,16,12,5,1 KO 0 Sub 4 Dec,6,2 KO 1 Sub 3 Dec,-2,3,0,6.1,2402,2578,2560,2013-12-06,W - Julie Kedzie,2021-10-02,L - Karol Rosa,NA,NA
Maurice Greene,1986-07-05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,13,16,8,4,1 KO 2 Sub 1 Dec,4,2 KO 1 Sub 1 Dec,-2,3,0,6.6,2542,2710,2667,2018-11-30,W - Michel Batista,2021-05-08,L - Marcos Rogerio de Lima,NA,NA
Michael McBride,1986-03-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,0,8.5,2398,2477,2684,2016-09-10,L - Nik Lentz,2017-04-22,L - Scott Holtzman,NA,NA
Justin Scoggins,1992-05-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"flyweight, bantamweight",16,16,11,16,9,4,1 KO 0 Sub 3 Dec,5,0 KO 3 Sub 2 Dec,-3,2,0,8.7,2583,2780,2638,2013-12-06,W - Richie Vaculik,2018-07-14,L - Said Nurmagomedov,NA,NA
Valmir Lazaro,1985-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,16,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-1,1,0,9.3,2500,2586,2666,2014-08-23,L - James Vick,2015-11-21,L - Michel Prazeres,NA,NA
Geraldo de Freitas,1991-09-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"bantamweight, featherweight",16,16,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-2,1,0,9.7,2659,2789,2699,2019-02-02,W - Felipe Colares,2020-11-14,L - Tony Gravely,NA,NA
Nick Roehrick,1987-07-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,4,2453,2470,2707,2017-07-07,L - Jared Cannonier,2017-07-07,L - Jared Cannonier,NA,NA
Manny Bermudez,1994-07-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,16,16,16,5,3,0 KO 3 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,3,1,9.4,2723,2891,2668,2018-02-24,W - Albert Morales,2019-10-18,L - Charles Rosa,NA,NA
Gustavo Lopez,1989-06-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,16,16,16,4,1,0 KO 1 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,1,0,8.5,2666,2711,2734,2020-06-13,L - Merab Dvalishvili,2021-09-18,D - Alatengheili,NA,NA
Rolando Dy,1990-08-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Philippines,male,featherweight,16,16,16,16,4,1,0 KO 0 Sub 1 Dec,3,2 KO 0 Sub 1 Dec,-1,1,1,7.5,2371,2549,2578,2017-06-17,L - Alex Caceres,2018-06-23,L - Shane Young,NA,NA
Sultan Aliev,1984-09-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,welterweight,16,16,16,16,4,2,0 KO 0 Sub 2 Dec,2,2 KO 0 Sub 0 Dec,1,1,0,9,2728,2728,2730,2015-01-24,L - Kenny Robertson,2019-04-20,W - Keita Nakamura,NA,NA
Cole Smith,1989-04-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,bantamweight,16,16,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-2,1,0,9,2528,2725,2675,2019-05-04,W - Mitch Gagnon,2020-09-05,L - Hunter Azure,NA,NA
Cory Hendricks,1988-05-10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,9,2720,2624,2558,2016-07-08,L - Josh Stansbury,2016-07-08,L - Josh Stansbury,NA,NA
Daniel Kelly,1977-10-31,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,middleweight,16,16,14,16,10,6,1 KO 1 Sub 4 Dec,4,3 KO 0 Sub 1 Dec,-3,4,0,5.9,2650,2954,2742,2014-11-07,W - Luke Zachrich,2018-05-27,L - Tom Breese,NA,NA
Corey Anderson,1989-09-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,4,16,15,10,3 KO 0 Sub 7 Dec,5,4 KO 0 Sub 1 Dec,-1,4,2,4.7,3405,3187,2826,2014-07-06,W - Matt Van Buren,2020-02-15,L - Jan Blachowicz,NA,NA
Eric Shelton,1991-02-02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,flyweight,16,16,10,16,6,2,0 KO 0 Sub 2 Dec,4,0 KO 0 Sub 4 Dec,-1,1,0,11.3,2767,2744,2692,2017-01-28,L - Alexandre Pantoja,2019-03-23,L - Jordan Espinosa,NA,NA
Ashkan Mokhtarian,1985-09-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,flyweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,0,8,2266,2495,2560,2017-06-10,L - John Moraga,2017-11-18,L - Ryan Benoit,NA,NA
Paige VanZant,1994-03-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's flyweight,16,16,6,16,9,5,2 KO 2 Sub 1 Dec,4,0 KO 3 Sub 1 Dec,-1,3,2,4.1,2404,2597,2477,2014-11-22,W - Kailin Curran,2020-07-11,L - Amanda Ribas,NA,NA
Ray Rodriguez,1987-12-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"bantamweight, featherweight",16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,-1,0,7,2514,2559,2777,2020-09-05,L - Brian Kelleher,2021-03-13,L - Rani Yahya,NA,NA
Chris Indich,1987-04-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,welterweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,0,9.5,2043,2215,2335,2014-04-16,L - Richard Walsh,2014-06-27,L - Vik Grujic,NA,NA
Vik Grujic,1977-02-06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,welterweight,16,16,16,16,4,1,1 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,-2,1,0,9.5,2149,2331,2295,2014-04-16,L - Nordine Taleb,2015-05-09,L - Brendan O'Reilly,NA,NA
Thiago Perpetuo,1986-12-14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"welterweight, middleweight",16,16,16,16,3,1,1 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,1,1,8.7,2364,2552,2475,2012-06-23,W - Leonardo Mafra,2014-03-23,L - Kenny Robertson,NA,NA
Marcin Wrzosek,1987-10-14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,lightweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,6,2658,2665,2713,2015-12-11,L - Julian Erosa,2015-12-11,L - Julian Erosa,NA,NA
Edimilson Souza,1984-10-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,16,16,16,16,4,3,2 KO 0 Sub 1 Dec,1,0 KO 1 Sub 0 Dec,-1,3,2,8.5,2698,2783,2655,2013-09-04,W - Felipe Arantes,2015-11-07,L - Chas Skelly,NA,NA
Bobby Moffett,1990-06-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,16,16,16,3,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-2,0,1,7,2779,2724,2783,2018-11-10,NC - Chas Skelly,2019-08-10,L - Enrique Barzola,NA,NA
Leonardo Mafra,1989-04-25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"lightweight, welterweight",16,16,16,16,4,1,0 KO 0 Sub 1 Dec,3,2 KO 1 Sub 0 Dec,-1,1,0,7,2505,2579,2646,2012-06-23,L - Thiago Perpetuo,2015-07-18,L - Stevie Ray,NA,NA
Rodrigo de Lima,1991-05-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"lightweight, welterweight",16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,0,7.5,2418,2342,2640,2014-06-27,L - Neil Magny,2015-02-14,L - Efrain Escudero,NA,NA
Hugo Viana,1982-09-26,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,bantamweight,16,16,16,16,6,3,1 KO 0 Sub 2 Dec,3,2 KO 0 Sub 1 Dec,-2,2,0,9.5,2260,2630,2519,2012-06-23,W - John Teixeira,2015-08-01,L - Guido Cannetti,NA,NA
Godofredo Pepey,1987-07-02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,16,16,16,16,11,5,1 KO 3 Sub 1 Dec,6,3 KO 0 Sub 3 Dec,-2,3,3,7,2590,2741,2638,2012-06-23,L - Rony Jason,2018-01-27,L - Mirsad Bektic,NA,NA
Brian Camozzi,1991-06-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,16,16,16,3,0,0 KO 0 Sub 0 Dec,3,2 KO 1 Sub 0 Dec,-3,-1,0,7,2456,2564,2700,2016-12-09,L - Randy Brown,2018-02-18,L - Geoff Neal,NA,NA
James Bochnovic,1989-02-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"middleweight, light heavyweight",16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,-1,0,12,2349,2499,2629,2017-07-08,L - Trevin Giles,2018-05-12,L - Markus Perez,NA,NA
Joby Sanchez,1991-06-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"bantamweight, flyweight",16,16,16,16,5,1,0 KO 0 Sub 1 Dec,4,1 KO 1 Sub 2 Dec,-3,1,0,10.6,2595,2559,2585,2014-08-23,L - Wilson Reis,2018-11-10,L - Mark De La Rosa,NA,NA
Wagner Prado,1987-12-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,light heavyweight,16,16,16,16,3,0,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,0,0,7,2602,2500,2780,2012-08-04,NC - Phil Davis,2013-01-19,L - Ildemar Alcantara,NA,NA
Justin Willis,1987-07-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,9,16,5,4,1 KO 0 Sub 3 Dec,1,0 KO 0 Sub 1 Dec,-1,4,0,5.4,2817,2881,2723,2017-07-16,W - James Mulheron,2019-03-23,L - Curtis Blaydes,NA,NA
Jeff Hughes,1988-05-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,16,16,4,0,0 KO 0 Sub 0 Dec,3,0 KO 1 Sub 2 Dec,-2,0,0,8.5,2464,2705,2599,2019-03-09,L - Maurice Greene,2020-09-26,L - Juan Espino,NA,NA
Khama Worthy,1986-10-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,16,16,5,2,1 KO 1 Sub 0 Dec,3,3 KO 0 Sub 0 Dec,-3,2,1,6.2,2427,2934,2745,2019-08-17,W - Devonte Smith,2021-10-23,L - Jai Herbert,NA,NA
John Teixeira,1986-11-18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,NA,,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,8,2377,2499,2479,2012-06-23,L - Hugo Viana,2012-06-23,L - Hugo Viana,NA,NA
Tiago Trator,1987-03-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,16,16,16,16,4,2,0 KO 0 Sub 2 Dec,2,1 KO 0 Sub 1 Dec,-1,1,0,9,2392,2705,2575,2014-07-26,W - Akbarh Arreola,2016-12-09,L - Shane Burgos,NA,NA
Jocelyn Jones-Lybarger,1985-10-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's strawweight,16,16,16,16,3,0,0 KO 0 Sub 0 Dec,3,0 KO 1 Sub 2 Dec,-3,-1,0,9,2235,2440,2452,2015-12-12,L - Tecia Pennington,2017-01-15,L - Nina Nunes,NA,NA
Paul Redmond,1986-10-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Ireland,male,featherweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,0,10,2504,2497,2648,2015-01-24,L - Mirsad Bektic,2015-07-18,L - Robert Whiteford,NA,NA
Rocky Lee,1987-04-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Taiwan,male,featherweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,12,2098,2234,2339,2015-04-11,L - Taylor Lapilus,2015-04-11,L - Taylor Lapilus,NA,NA
Roldan Sangcha-an,1990-12-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Philippines,male,flyweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,-1,1,8.5,2220,2379,2382,2014-06-27,L - Richie Vaculik,2015-05-16,L - Jon Delos Reyes,NA,NA
Tina Lahdemaki,1988-05-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Finland,female,women's strawweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,11,2469,2469,2711,2014-07-16,L - Claudia Gadelha,2014-07-16,L - Claudia Gadelha,NA,NA
Mike King,1983-08-04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,1,7,2398,2398,2776,2014-07-19,L - Cathal Pendred,2014-07-19,L - Cathal Pendred,NA,NA
Dequan Townsend,1986-05-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"middleweight, light heavyweight",16,16,16,16,4,0,0 KO 0 Sub 0 Dec,4,2 KO 0 Sub 2 Dec,-4,-1,0,7.8,2318,2429,2667,2019-06-29,L - Dalcha Lungiambula,2020-10-03,L - Dusko Todorovic,NA,NA
Lewis Gonzalez,1987-09-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,NA,,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,7,2393,2531,2576,2015-06-27,L - Leandro Silva,2015-06-27,L - Leandro Silva,NA,NA
Alan Omer,1988-09-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Germany,male,featherweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,-1,0,7,2760,2520,2660,2014-04-11,L - Jim Alers,2015-06-20,L - Arnold Allen,NA,NA
