fighter_name,country,date_of_birth,gender,weightclass,peak,peak p4p,bouts,wins,win_type,losses,loss_type,win_pct,best streak,last streak,bonus,peak elo,debut,debut_result,prev_bout,prev_result
Curt Warburton,🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,NA,male,lightweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 1 Sub 1 Dec,0.3333333333333333,1,-1,0,2532,2010-10-16,L - Spencer Fisher,2011-06-26,L - Joe Lauzon
Vinicius Queiroz,🇧🇷,1983-08-29,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,-1,-1,0,2362,2010-10-16,L - Rob Broughton,2010-10-16,L - Rob Broughton
Rob Broughton,🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1983-03-03,male,heavyweight,16,16,3,1,0 KO 1 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0.3333333333333333,1,-2,0,2623,2010-10-16,W - Vinicius Queiroz,2011-11-05,L - Phil De Fries
Maciej Jewtuszko,🇵🇱,1981-01-31,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2479,2011-02-26,L - Curt Warburton,2011-02-26,L - Curt Warburton
Manny Rodriguez,🇦🇺,1985-04-25,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0,-1,-1,0,2248,2012-12-14,L - Benny Alloway,2012-12-14,L - Benny Alloway
Richie Vaculik,🇦🇺,1983-06-19,male,flyweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,2 KO 0 Sub 1 Dec,0.25,1,-2,0,2514,2013-12-06,L - Justin Scoggins,2015-11-14,L - Danny Martinez
Steven Kennedy,🇦🇺,1983-03-07,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,0,2508,2015-06-20,L - Peter Sobotta,2015-11-14,L - Richard Walsh
Dylan Andrews,🇦🇺,1979-11-15,male,middleweight,16,16,5,2,2 KO 0 Sub 0 Dec,3,2 KO 1 Sub 0 Dec,0.4,2,-3,0,2734,2013-04-13,W - Jimmy Quinlan,2015-05-09,L - Brad Scott
Luiz Dutra Jr.,🇧🇷,1982-05-06,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 0 Dec,0,-1,-2,0,2438,2014-01-04,L - Kiichi Kunimoto,2015-05-30,L - Tom Breese
Brian Ebersole,🇺🇸,1980-11-27,male,welterweight,16,16,8,5,1 KO 0 Sub 4 Dec,3,1 KO 0 Sub 2 Dec,0.625,4,-1,2,2976,2011-02-26,W - Chris Lytle,2015-06-06,L - Omari Akhmedov
Chris Cope,🇺🇸,1983-03-05,male,welterweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,2 KO 0 Sub 0 Dec,0.3333333333333333,1,-2,0,2553,2011-06-04,W - Chuck O'Neil,2012-02-04,L - Matt Brown
Danny Downes,🇺🇸,1986-04-08,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0,-1,-2,0,2555,2011-06-04,L - Jeremy Stephens,2011-10-29,L - Ramsey Nijem
James Hammortree,🇺🇸,1983-11-29,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2315,2010-06-19,L - Chris Camozzi,2010-06-19,L - Chris Camozzi
Chris Camozzi,🇺🇸,1986-11-20,male,middleweight,16,16,19,9,2 KO 1 Sub 6 Dec,10,0 KO 4 Sub 6 Dec,0.47368421052631576,4,-3,1,2924,2010-06-19,W - James Hammortree,2017-05-28,L - Trevor Smith
Josh Bryant,🇺🇸,1980-04-23,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0,-1,-1,0,2472,2010-06-19,L - Kyle Noke,2010-06-19,L - Kyle Noke
Seth Baczynski,🇺🇸,1981-10-26,male,"welterweight, middleweight",16,16,11,5,1 KO 2 Sub 2 Dec,6,3 KO 0 Sub 3 Dec,0.45454545454545453,4,-3,2,2768,2010-06-19,L - Brad Tavares,2015-04-11,L - Leon Edwards
Rich Attonito,🇺🇸,1977-06-16,male,"welterweight, middleweight",16,16,5,3,1 KO 0 Sub 2 Dec,2,1 KO 0 Sub 1 Dec,0.6,2,-1,0,2570,2010-06-19,W - Jamie Yager,2011-12-10,L - Jake Hecht
Jamie Yager,🇺🇸,1983-11-29,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0,-1,-1,0,2073,2010-06-19,L - Rich Attonito,2010-06-19,L - Rich Attonito
Kris McCray,🇺🇸,1981-09-24,male,"welterweight, middleweight",16,16,3,0,0 KO 0 Sub 0 Dec,3,0 KO 2 Sub 1 Dec,0,-1,-3,0,2383,2010-06-19,L - Court McGee,2011-03-26,L - John Hathaway
Kazuki Tokudome,🇯🇵,1987-03-04,male,lightweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,0 KO 1 Sub 2 Dec,0.25,1,-3,1,2439,2013-03-02,W - Cristiano Marcello,2014-09-20,L - Johnny Case
Christian Morecraft,🇺🇸,1986-09-08,male,heavyweight,16,16,4,1,0 KO 1 Sub 0 Dec,3,3 KO 0 Sub 0 Dec,0.25,1,-2,1,2641,2010-08-07,L - Stefan Struve,2012-01-20,L - Pat Barry
Willamy Freire,🇧🇷,1987-07-28,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2510,2011-01-22,L - Waylon Lowe,2011-01-22,L - Waylon Lowe
Ricardo Romero,🇺🇸,1978-04-15,male,light heavyweight,16,16,3,1,0 KO 1 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0.3333333333333333,1,-2,0,2650,2010-07-03,W - Seth Petruzelli,2011-09-24,L - James Te Huna
Amilcar Alves,🇧🇷,1979-12-13,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,0,2358,2010-08-28,L - Mike Pierce,2011-01-22,L - Charlie Brenneman
Lisa Ellis,🇺🇸,1982-11-15,female,women's strawweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,0,-1,-2,0,2232,2014-12-12,L - Felice Herrig,2015-05-09,L - Bec Rawlings
Jimmy Flick,🇺🇸,1990-09-07,male,flyweight,16,16,6,2,0 KO 2 Sub 0 Dec,4,2 KO 0 Sub 2 Dec,0.3333333333333333,1,-2,1,2835,2020-12-19,W - Cody Durden,2025-04-26,L - Matt Schnell
Brian Melancon,🇺🇸,1982-05-28,male,welterweight,16,16,2,1,1 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0.5,1,-1,0,2629,2013-07-06,W - Seth Baczynski,2013-08-28,L - Kelvin Gastelum
Sergio Moraes,🇧🇷,1982-07-23,male,"welterweight, middleweight",16,16,14,8,1 KO 3 Sub 4 Dec,5,3 KO 0 Sub 2 Dec,0.5714285714285714,4,-3,1,2927,2012-06-23,L - Cezar Ferreira,2019-11-16,L - James Krause
Rosi Sexton,🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1977-07-16,female,"women's bantamweight, women's bantamweight",10,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0,-1,-2,0,2612,2013-06-15,L - Alexis Davis,2013-10-26,L - Jessica Andrade
Nick Pace,🇺🇸,1987-04-17,male,NA,16,16,3,1,0 KO 1 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0.3333333333333333,1,-2,0,2500,2010-12-04,W - Will Campuzano,2011-11-19,L - Miguel Torres
Uriah Hall,🇯🇲 🇺🇸,1984-07-31,male,middleweight,8,16,19,10,8 KO 0 Sub 2 Dec,9,3 KO 0 Sub 6 Dec,0.5263157894736842,4,-2,2,3143,2013-04-13,L - Kelvin Gastelum,2022-07-02,L - Andre Muniz
Nick Ring,🇨🇦,1979-02-10,male,middleweight,16,16,6,3,0 KO 1 Sub 2 Dec,3,0 KO 0 Sub 3 Dec,0.5,2,-2,0,2680,2011-02-26,W - Riki Fukuda,2013-12-06,L - Caio Magalhaes
Leslie Smith,🇺🇸,1982-08-17,female,"women's bantamweight, women's bantamweight",9,16,7,4,2 KO 0 Sub 2 Dec,3,2 KO 0 Sub 1 Dec,0.5714285714285714,2,2,1,2696,2014-04-16,L - Sarah Kaufman,2017-07-16,W - Amanda Lemos
Jessica Penne,🇺🇸,1983-01-30,female,"women's strawweight, women's strawweight",3,16,9,3,0 KO 1 Sub 2 Dec,6,2 KO 1 Sub 3 Dec,0.3333333333333333,2,-3,3,2579,2014-12-12,W - Randa Markos,2024-10-19,L - Elise Reed
Justin Edwards,🇺🇸,1983-01-26,male,"lightweight, welterweight",16,16,7,2,0 KO 1 Sub 1 Dec,5,1 KO 1 Sub 3 Dec,0.2857142857142857,1,-3,1,2697,2011-06-04,L - Clay Harvison,2015-06-06,L - Joe Proctor
Johnny Eduardo,🇧🇷,1980-08-03,male,bantamweight,7,16,8,3,2 KO 0 Sub 1 Dec,5,1 KO 3 Sub 1 Dec,0.375,2,-3,1,2791,2011-08-27,L - Raphael Assuncao,2021-10-02,L - Alejandro Perez
Henry Martinez,🇺🇸,1983-08-07,male,"lightweight, welterweight",16,16,3,1,0 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,0.3333333333333333,1,-1,0,2521,2012-02-04,L - Matt Riddle,2012-12-08,L - Daron Cruickshank
Hector Urbina,🇺🇸,1987-09-17,male,welterweight,16,16,3,1,0 KO 1 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0.3333333333333333,1,-2,0,2580,2014-11-15,W - Edgar Garcia,2016-09-24,L - Vicente Luque
Willie Gates,🇺🇸,1987-01-21,male,flyweight,16,16,4,1,1 KO 0 Sub 0 Dec,3,1 KO 2 Sub 0 Dec,0.25,1,-2,0,2570,2014-12-13,L - John Moraga,2016-05-08,L - Ulka Sasaki
Jimmie Rivera,🇺🇸,1989-06-29,male,"bantamweight, featherweight",3,16,11,7,1 KO 0 Sub 6 Dec,4,1 KO 0 Sub 3 Dec,0.6363636363636364,5,-1,2,3107,2015-07-18,W - Marcus Brimage,2021-02-27,L - Pedro Munhoz
Estevan Payan,🇺🇸,1982-04-03,male,featherweight,16,16,3,0,0 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,0,-1,-3,0,2516,2013-05-25,L - Jeremy Stephens,2014-04-19,L - Alex White
Daniel Sarafian,🇧🇷,1982-08-21,male,"welterweight, middleweight",16,16,6,2,1 KO 1 Sub 0 Dec,4,1 KO 1 Sub 2 Dec,0.3333333333333333,1,-1,1,2646,2013-01-19,L - C.B. Dollaway,2016-02-21,L - Oluwale Bamgbose
Quinn Mulhern,🇺🇸,1984-09-20,male,"lightweight, welterweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2589,2013-03-16,L - Rick Story,2014-01-04,L - Katsunori Kikuno
Mark Holst,🇨🇦,1985-08-14,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,0,2301,2010-06-19,L - John Gunderson,2010-10-16,L - Paul Sass
Chas Skelly,🇺🇸,1985-05-11,male,featherweight,16,16,12,8,2 KO 4 Sub 2 Dec,3,1 KO 0 Sub 2 Dec,0.6666666666666666,4,2,1,2950,2014-04-19,L - Mirsad Bektic,2022-02-19,W - Mark Striegl
Johnny Bedford,🇺🇸,1983-01-06,male,bantamweight,16,16,6,2,2 KO 0 Sub 0 Dec,3,1 KO 2 Sub 0 Dec,0.3333333333333333,2,-2,0,2635,2011-12-03,W - Louis Gaudinot,2014-09-13,L - Rani Yahya
Waylon Lowe,🇺🇸,1980-10-31,male,lightweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,1 KO 1 Sub 0 Dec,0.5,2,-1,0,2641,2010-05-29,L - Melvin Guillard,2011-03-26,L - Nik Lentz
Renan Barao,🇧🇷,1987-01-31,male,"bantamweight, featherweight",-1,3,17,9,2 KO 3 Sub 4 Dec,8,3 KO 0 Sub 5 Dec,0.5294117647058824,7,-5,6,3197,2011-05-28,W - Cole Escovedo,2019-11-16,L - Douglas Silva de Andrade
James Toney,🇺🇸,1968-08-24,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,-1,-1,0,2197,2010-08-28,L - Randy Couture,2010-08-28,L - Randy Couture
Karlos Vemola,🇨🇿,1985-07-01,male,"middleweight, light heavyweight, heavyweight",16,16,6,2,1 KO 1 Sub 0 Dec,4,0 KO 2 Sub 2 Dec,0.3333333333333333,1,-2,1,2453,2010-07-03,L - Jon Madsen,2013-06-08,L - Caio Magalhaes
Tom Watson,🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1982-07-13,male,middleweight,16,16,7,2,1 KO 0 Sub 1 Dec,5,0 KO 0 Sub 5 Dec,0.2857142857142857,1,-2,2,2782,2012-09-29,L - Brad Tavares,2015-08-08,L - Chris Camozzi
Nick Penner,🇨🇦,1980-03-26,male,light heavyweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,-1,-2,1,2446,2012-03-02,L - Anthony Perosh,2012-12-14,L - Cody Donovan
Kajan Johnson,🇨🇦,1984-04-21,male,lightweight,16,16,7,4,1 KO 0 Sub 3 Dec,3,1 KO 1 Sub 1 Dec,0.5714285714285714,4,-2,1,2782,2014-06-14,L - Tae Hyun Bang,2018-09-15,L - Rustam Khabilov
Antonio McKee,🇺🇸,1970-03-12,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2733,2011-01-01,L - Jacob Volkmann,2011-01-01,L - Jacob Volkmann
Stipe Miocic,🇭🇷 🇺🇸,1982-08-19,male,heavyweight,-1,2,19,14,9 KO 0 Sub 5 Dec,5,4 KO 0 Sub 1 Dec,0.7368421052631579,6,-2,9,3602,2011-10-08,W - Joey Beltran,2024-11-16,L - Jon Jones
Anthony Lapsley,🇺🇸,1980-02-13,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2637,2013-11-16,L - Jason High,2014-05-10,L - Albert Tumenov
Kron Gracie,🇧🇷 🇺🇸,1988-07-11,male,featherweight,16,16,4,1,0 KO 1 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,0.25,1,-3,2,2765,2019-02-17,W - Alex Caceres,2024-12-07,L - Bryce Mitchell
Rafael Natal,🇧🇷,1982-12-25,male,middleweight,12,16,17,9,1 KO 1 Sub 7 Dec,7,4 KO 0 Sub 3 Dec,0.5294117647058824,4,-3,1,2894,2010-09-15,L - Rich Attonito,2017-07-22,L - Eryk Anders
Ryan Jimmo,🇨🇦,1981-11-27,male,light heavyweight,15,16,7,3,2 KO 0 Sub 1 Dec,4,1 KO 1 Sub 2 Dec,0.42857142857142855,1,-2,2,2945,2012-07-21,W - Anthony Perosh,2015-05-30,L - Francimar Barroso
Shawn Jordan,🇺🇸,1984-10-21,male,heavyweight,16,16,10,6,6 KO 0 Sub 0 Dec,4,2 KO 0 Sub 2 Dec,0.6,3,-1,3,2796,2012-03-02,W - Oli Thompson,2015-10-03,L - Ruslan Magomedov
Luke Zachrich,🇺🇸,1981-10-01,male,middleweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,1 KO 1 Sub 0 Dec,0.3333333333333333,1,-1,0,2543,2014-04-19,L - Caio Magalhaes,2014-11-07,L - Daniel Kelly
Che Mills,🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1982-09-29,male,welterweight,16,16,4,2,2 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0.5,1,0,1,2742,2011-11-05,W - Chris Cope,2013-02-16,NC - Matt Riddle
Roger Bowling,🇺🇸,1982-12-05,male,lightweight,16,16,3,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,0,-1,0,2431,2013-04-20,L - Anthony Njokuani,2013-12-14,L - Abel Trujillo
David Branch,🇺🇸,1981-12-22,male,middleweight,7,16,9,4,1 KO 0 Sub 3 Dec,5,2 KO 3 Sub 0 Dec,0.4444444444444444,2,-2,1,3205,2010-07-03,L - Gerald Harris,2019-03-30,L - Jack Hermansson
Chuck O'Neil,🇺🇸,1985-09-22,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2360,2011-06-04,L - Chris Cope,2011-06-04,L - Chris Cope
Nathan Coy,🇺🇸,1978-07-24,male,welterweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 2 Sub 0 Dec,0.3333333333333333,1,-1,0,2592,2015-12-10,L - Danny Roberts,2017-04-15,L - Zak Cummings
Claude Patrick,🇨🇦,1980-06-14,male,welterweight,16,16,4,3,0 KO 1 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,0.75,3,-1,0,2862,2010-06-12,W - Ricardo Funch,2011-12-10,L - Brian Ebersole
Jessica Rakoczy,🇨🇦,1977-04-14,female,"women's strawweight, women's bantamweight, women's bantamweight",15,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2419,2013-11-30,L - Julianna Pena,2015-04-25,L - Valerie Letourneau
Vagner Rocha,🇧🇷,1982-06-06,male,"featherweight, lightweight",16,16,4,1,0 KO 1 Sub 0 Dec,3,1 KO 1 Sub 1 Dec,0.25,1,-2,0,2483,2011-06-11,L - Donald Cerrone,2014-11-07,L - Jake Matthews
Jim Wallhead,🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1984-03-14,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,0,2709,2016-09-03,L - Jessin Ayari,2017-06-03,L - Luan Chagas
Sean Pierson,🇨🇦,1976-03-10,male,welterweight,16,16,6,4,0 KO 0 Sub 4 Dec,2,1 KO 0 Sub 1 Dec,0.6666666666666666,3,3,0,2767,2010-12-11,W - Matt Riddle,2013-06-15,W - Kenny Robertson
Mike Ricci,🇨🇦,1986-03-18,male,"lightweight, welterweight",16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,0.3333333333333333,1,-1,0,2740,2012-12-15,L - Colton Smith,2013-09-21,L - Myles Jury
Felice Herrig,🇺🇸,1984-09-18,female,"women's strawweight, women's strawweight",8,16,10,5,0 KO 2 Sub 3 Dec,5,0 KO 2 Sub 3 Dec,0.5,4,-4,1,2734,2014-12-12,W - Lisa Ellis,2022-06-04,L - Karolina Kowalkiewicz
Ben Askren,🇺🇸,1984-07-18,male,welterweight,5,16,3,1,0 KO 1 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,0.3333333333333333,1,-2,1,3256,2019-03-02,W - Robbie Lawler,2019-10-26,L - Demian Maia
Ovince Saint Preux,🇭🇹 🇺🇸,1983-04-08,male,"light heavyweight, heavyweight",5,16,28,15,5 KO 6 Sub 4 Dec,13,4 KO 4 Sub 5 Dec,0.5357142857142857,4,-1,8,3009,2013-04-27,W - Gian Villante,2024-10-05,L - Ryan Spann
Dustin Ortiz,🇺🇸,1988-12-25,male,flyweight,6,16,14,8,4 KO 0 Sub 4 Dec,6,0 KO 1 Sub 5 Dec,0.5714285714285714,3,-1,1,2914,2013-11-09,W - Jose Maria Tome,2019-01-19,L - Joseph Benavidez
Travis Browne,🇺🇸,1982-07-17,male,heavyweight,3,16,17,9,7 KO 1 Sub 1 Dec,7,4 KO 1 Sub 2 Dec,0.5294117647058824,3,-4,7,3116,2010-06-19,W - James McSweeney,2017-07-08,L - Aleksei Oleinik
Demetrious Johnson,🇺🇸,1986-08-13,male,"flyweight, bantamweight",-1,1,18,15,2 KO 5 Sub 8 Dec,2,0 KO 0 Sub 2 Dec,0.8333333333333334,13,-1,9,3323,2011-02-05,W - Norifumi Yamamoto,2018-08-04,L - Henry Cejudo
Greg Soto,🇺🇸,1986-06-03,male,welterweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 1 Sub 0 Dec,0.3333333333333333,1,-1,0,2504,2010-03-27,L - Matt Riddle,2011-01-01,L - Daniel Roberts
Julie Kedzie,🇺🇸,1981-03-18,female,"women's bantamweight, women's bantamweight",7,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0,-1,-2,0,2316,2013-07-27,L - Germaine de Randamie,2013-12-06,L - Bethe Correia
Tyson Nam,🇺🇸,1983-10-06,male,"flyweight, bantamweight",13,16,8,3,3 KO 0 Sub 0 Dec,5,0 KO 1 Sub 4 Dec,0.375,2,-2,1,2786,2019-09-21,L - Sergio Pettis,2023-07-15,L - Azat Maksum
Tonya Evinger,🇺🇸,1981-06-04,female,"women's bantamweight, women's featherweight, women's bantamweight",11,16,3,0,0 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,0,-1,-3,0,2758,2017-07-29,L - Cris Cyborg,2019-06-01,L - Lina Lansberg
Matt Lucas,🇺🇸,1973-12-27,male,light heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2501,2011-11-12,L - Aaron Rosa,2011-11-12,L - Aaron Rosa
Daniel Pineda,🇺🇸,1985-08-06,male,featherweight,16,16,14,5,1 KO 4 Sub 0 Dec,8,2 KO 0 Sub 6 Dec,0.35714285714285715,2,-3,5,2897,2012-01-20,W - Pat Schilling,2024-10-19,L - Darren Elkins
Julio Paulino,🇺🇸,1975-12-04,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0,-1,-2,0,2455,2010-03-21,L - Mike Pierce,2010-09-25,L - TJ Grant
Alexandre Ferreira,🇧🇷,1979-04-25,male,light heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0,-1,-1,0,2430,2010-11-13,L - Vladimir Matyushenko,2010-11-13,L - Vladimir Matyushenko
Zach Makovsky,🇺🇸,1983-04-19,male,flyweight,6,16,7,3,0 KO 0 Sub 3 Dec,4,0 KO 0 Sub 4 Dec,0.42857142857142855,2,-3,0,2855,2013-12-14,W - Scott Jorgensen,2016-12-10,L - Dustin Ortiz
Bubba McDaniel,🇺🇸,1983-05-03,male,middleweight,16,16,3,1,0 KO 1 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0.3333333333333333,1,-2,0,2590,2013-04-13,W - Gilbert Smith,2014-03-15,L - Sean Strickland
Russell Doane,🇺🇸,1986-08-13,male,"bantamweight, featherweight",16,16,8,3,1 KO 1 Sub 1 Dec,5,0 KO 3 Sub 2 Dec,0.375,2,-1,1,2685,2014-01-04,W - Leandro Issa,2018-02-24,L - Rani Yahya
Kyung Ho Kang,🇰🇷,1987-09-09,male,bantamweight,16,16,14,8,0 KO 4 Sub 4 Dec,5,0 KO 0 Sub 5 Dec,0.5714285714285714,3,-2,1,2878,2013-03-02,NC - Alex Caceres,2024-06-22,L - Muin Gafurov
Daniel Roberts,🇺🇸,1980-08-05,male,welterweight,16,16,7,3,0 KO 2 Sub 1 Dec,4,1 KO 0 Sub 3 Dec,0.42857142857142855,3,-3,1,2802,2010-03-21,L - John Howard,2012-01-20,L - Charlie Brenneman
Mario Miranda,🇧🇷,1978-09-21,male,middleweight,16,16,4,1,1 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,0.25,1,-2,0,2547,2010-03-31,L - Gerald Harris,2011-03-26,L - Aaron Simpson
Charlie Brenneman,🇺🇸,1981-02-09,male,"lightweight, welterweight",16,16,11,4,0 KO 0 Sub 4 Dec,7,4 KO 3 Sub 0 Dec,0.36363636363636365,2,-5,0,2777,2010-03-31,W - Jason High,2014-11-08,L - Leandro Silva
Cyrille Diabate,🇫🇷,1973-10-06,male,light heavyweight,16,16,8,4,1 KO 1 Sub 2 Dec,4,1 KO 3 Sub 0 Dec,0.5,2,-2,0,2735,2010-05-29,W - Luiz Cane,2014-03-08,L - Ilir Latifi
Cristiano Marcello,🇧🇷,1977-12-03,male,lightweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,1 KO 0 Sub 2 Dec,0.25,1,-2,0,2468,2012-06-01,L - Sam Sicilia,2014-02-15,L - Joe Proctor
John Olav Einemo,🇳🇴,1975-12-10,male,heavyweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,1,2365,2011-06-11,L - Dave Herman,2012-01-28,L - Mike Russow
Milton Vieira,🇧🇷,1978-10-04,male,featherweight,16,16,2,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,0,-1,0,2602,2012-06-23,D - Felipe Arantes,2013-01-19,L - Godofredo Pepey
Jared Rollins,🇺🇸,1977-01-26,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0,-1,-1,1,2166,2007-12-08,L - War Machine,2007-12-08,L - War Machine
Billy Miles,🇺🇸,1978-04-28,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,-1,-1,0,2126,2007-12-08,L - George Sotiropoulos,2007-12-08,L - George Sotiropoulos
Daniel Barrera,🇺🇸,1980-12-23,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2141,2007-12-08,L - Ben Saunders,2007-12-08,L - Ben Saunders
Richie Hightower,🇺🇸,1981-11-24,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0,-1,-1,0,2327,2007-12-08,L - Troy Mandaloniz,2007-12-08,L - Troy Mandaloniz
Dorian Price,🇺🇸,1977-08-20,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,-1,-1,0,2167,2007-12-08,L - Roman Mitichyan,2007-12-08,L - Roman Mitichyan
Paul Georgieff,🇺🇸,1982-09-22,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,-1,-1,0,2268,2007-12-08,L - Jonathan Goulet,2007-12-08,L - Jonathan Goulet
Jason Reinhardt,🇺🇸,1969-10-31,male,"bantamweight, featherweight, lightweight",16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 2 Sub 0 Dec,0,-1,-3,0,2457,2007-11-17,L - Joe Lauzon,2011-08-14,L - Edwin Figueroa
Scott Junk,🇺🇸,1978-12-17,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,-1,-1,0,2402,2007-09-22,L - Christian Wellisch,2007-09-22,L - Christian Wellisch
Floyd Sword,🇺🇸,1976-08-24,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,-1,-1,0,2376,2007-06-23,L - Thales Leites,2007-06-23,L - Thales Leites
Douglas Evans,🇺🇸,1980-10-10,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2507,2007-06-23,L - Roger Huerta,2007-12-29,L - Mark Bocek
Brandon Melendez,🇺🇸,1983-03-24,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,-1,-1,0,2406,2007-06-23,L - Joe Lauzon,2007-06-23,L - Joe Lauzon
