fighter_name,country,date_of_birth,gender,weightclass,peak,peak p4p,bouts,wins,win_type,losses,loss_type,win_pct,best streak,last streak,bonus,peak elo,debut,debut_result,prev_bout,prev_result
Kamuela Kirk,🇺🇸,1994-04-13,male,"featherweight, lightweight",16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 1 Sub 1 Dec,0.3333333333333333,1,-2,0,2796,2021-06-05,W - Makwan Amirkhani,2023-07-08,L - Esteban Ribovics
Felipe Bunes,🇧🇷,1989-10-26,male,flyweight,16,16,4,1,0 KO 1 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,0.25,1,-2,0,2710,2024-01-13,L - Joshua Van,2026-02-28,L - Edgar Chairez
Marc Diakiese,🇨🇩 🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1993-03-16,male,lightweight,16,16,15,8,2 KO 0 Sub 6 Dec,7,0 KO 3 Sub 4 Dec,0.5333333333333333,3,1,2,2842,2016-10-08,W - Lukasz Sajewski,2023-11-04,W - Kaue Fernandes
Anna Elmose,🇩🇰,1984-10-06,female,"women's strawweight, women's bantamweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2374,2016-05-08,L - Germaine de Randamie,2016-11-19,L - Amanda Cooper
Charlie Ward,🇮🇪,1980-12-17,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,-1,-2,0,2319,2016-11-19,L - Abdul Razak Alhassan,2017-07-16,L - Galore Bofando
Mohammad Yahya,🇦🇪,1994-05-23,male,"featherweight, lightweight",16,16,3,0,0 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,0,-1,-3,0,2477,2023-10-21,L - Trevor Peek,2025-07-26,L - Steven Nguyen
Rodrigo Vargas,🇲🇽,1985-08-15,male,lightweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,0 KO 1 Sub 1 Dec,0.25,1,-1,0,2636,2019-08-10,L - Alex da Silva,2022-03-19,L - Paddy Pimblett
Mallory Martin,🇺🇸,1994-01-29,female,women's strawweight,16,16,4,1,0 KO 1 Sub 0 Dec,3,0 KO 2 Sub 1 Dec,0.25,1,-2,2,2552,2019-12-07,L - Virna Jandiroba,2021-12-04,L - Cheyanne Vlismas
Abubakar Nurmagomedov,🇷🇺,1989-11-13,male,welterweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,0 KO 1 Sub 1 Dec,0.5,2,-1,0,2802,2019-11-09,L - David Zawada,2023-06-03,L - Elizeu Zaleski dos Santos
Randy Costa,🇺🇸,1994-07-06,male,bantamweight,16,16,6,2,2 KO 0 Sub 0 Dec,4,2 KO 2 Sub 0 Dec,0.3333333333333333,2,-3,1,2626,2019-04-13,L - Brandon Davis,2022-10-01,L - Guido Cannetti
Kwan Ho Kwak,🇰🇷,1989-06-18,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2595,2016-11-19,L - Brett Johns,2017-06-17,L - Russell Doane
Cesar Arzamendia,🇵🇾,1991-01-31,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,-1,-2,0,2245,2015-11-21,L - Polo Reyes,2016-07-30,L - Damien Brown
Josh Fremd,🇺🇸,1994-01-15,male,middleweight,16,16,6,2,0 KO 1 Sub 1 Dec,4,1 KO 1 Sub 2 Dec,0.3333333333333333,2,-2,0,2623,2022-04-09,L - Anthony Hernandez,2024-07-13,L - Andre Petroski
Magomed Bibulatov,🇷🇺,1988-08-22,male,flyweight,8,16,3,1,0 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,0.3333333333333333,1,-2,0,2894,2017-04-08,W - Jenel Lausa,2019-02-02,L - Rogerio Bontorin
Grigorii Popov,🇷🇺,1984-04-18,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2536,2019-06-08,L - Eddie Wineland,2019-11-09,L - Davey Grant
Albert Morales,🇺🇸,1991-05-25,male,bantamweight,16,16,6,1,0 KO 0 Sub 1 Dec,4,1 KO 1 Sub 2 Dec,0.16666666666666666,1,-3,0,2639,2016-09-17,D - Alejandro Perez,2018-02-24,L - Manny Bermudez
Lijiburen Wulijiburen,🇨🇳,1990-03-01,male,"bantamweight, featherweight",16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,0,-1,-3,0,2575,2017-11-25,L - Rolando Dy,2019-02-09,L - Jonathan Martinez
Brad Katona,🇨🇦,1991-12-19,male,"bantamweight, featherweight",16,16,9,4,0 KO 0 Sub 4 Dec,5,1 KO 0 Sub 4 Dec,0.4444444444444444,2,-2,1,2978,2018-07-06,W - Jay Cucciniello,2025-05-10,L - Bekzat Almakhan
Francis Ngannou,🇨🇲 🇫🇷,1986-09-05,male,heavyweight,-1,4,14,12,10 KO 1 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,0.8571428571428571,6,6,6,3600,2015-12-19,W - Luis Henrique Barbosa,2022-01-22,W - Ciryl Gane
Michael Trizano,🇺🇸,1991-12-31,male,"featherweight, lightweight",16,16,7,4,1 KO 0 Sub 3 Dec,3,1 KO 1 Sub 1 Dec,0.5714285714285714,2,1,1,2850,2018-07-06,W - Joe Giannetti,2022-11-12,W - SeungWoo Choi
Jacob Kilburn,🇺🇸,1995-06-28,male,featherweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,0,2568,2019-12-07,L - Billy Quarantillo,2021-01-16,L - Austin Lingo
Patchy Mix,🇺🇸,1993-08-16,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0,-1,-2,0,3182,2025-06-07,L - Mario Bautista,2025-10-04,L - Jakub Wiklacz
Rachael Ostovich,🇺🇸,1991-02-25,female,"women's flyweight, women's flyweight",7,16,4,1,0 KO 1 Sub 0 Dec,3,1 KO 2 Sub 0 Dec,0.25,1,-3,0,2348,2017-12-01,W - Karine Gevorgyan,2020-11-28,L - Gina Mazany
Amanda Cooper,🇺🇸,1991-10-22,female,women's strawweight,16,16,6,2,1 KO 0 Sub 1 Dec,4,0 KO 3 Sub 1 Dec,0.3333333333333333,1,-2,0,2529,2016-07-08,L - Tatiana Suarez,2018-11-10,L - Ashley Yoder
Casey Kenney,🇺🇸,1991-03-20,male,"bantamweight, flyweight",14,16,8,5,0 KO 1 Sub 4 Dec,3,0 KO 0 Sub 3 Dec,0.625,3,-2,1,3045,2019-03-30,W - Ray Borg,2021-08-07,L - Song Yadong
Phil Hawes,🇳🇬 🇺🇸,1989-01-08,male,middleweight,16,16,8,4,2 KO 0 Sub 2 Dec,4,4 KO 0 Sub 0 Dec,0.5,3,-3,1,2886,2020-10-24,W - Jacob Malkoun,2024-01-13,L - Brunno Ferreira
Ariel Beck,🇺🇸,1990-09-16,female,women's flyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0,-1,-1,0,2006,2017-12-01,L - Shana Dobson,2017-12-01,L - Shana Dobson
Klidson Abreu,🇧🇷,1992-12-24,male,light heavyweight,16,16,4,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,0.25,1,0,0,2848,2019-02-23,L - Magomed Ankalaev,2020-05-30,NC - Jamahal Hill
Hakeem Dawodu,🇨🇦 🇯🇲 🇳🇬,1991-07-02,male,featherweight,15,16,10,6,1 KO 0 Sub 5 Dec,4,0 KO 1 Sub 3 Dec,0.6,5,-2,1,2914,2018-03-17,L - Danny Henry,2023-08-12,L - Cub Swanson
Jairzinho Rozenstruik,🇸🇷,1988-03-17,male,heavyweight,3,16,15,9,8 KO 0 Sub 1 Dec,6,2 KO 1 Sub 3 Dec,0.6,4,-1,3,3111,2019-02-02,W - Junior Albini,2025-02-01,L - Sergei Pavlovich
Montana De La Rosa,🇺🇸,1995-02-14,female,"women's flyweight, women's flyweight",5,16,12,6,1 KO 3 Sub 2 Dec,5,0 KO 1 Sub 4 Dec,0.5,3,1,1,2619,2017-12-01,W - Christina Marks,2024-06-08,W - Andrea Lee
Nohelin Hernandez,🇺🇸,1994-03-01,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,0,-1,-2,0,2567,2019-07-06,L - Marlon Vera,2019-09-28,L - Jack Shore
Shane Young,🇳🇿,1993-07-31,male,featherweight,16,16,7,2,1 KO 0 Sub 1 Dec,5,1 KO 1 Sub 3 Dec,0.2857142857142857,2,-4,1,2724,2017-11-18,L - Alexander Volkanovski,2023-09-09,L - Gabriel Miranda
Silvana Gomez Juarez,🇦🇷,1984-12-06,female,women's strawweight,16,16,4,1,1 KO 0 Sub 0 Dec,3,0 KO 2 Sub 1 Dec,0.25,1,-1,1,2430,2021-10-09,L - Loopy Godinez,2022-11-12,L - Karolina Kowalkiewicz
Maki Pitolo,🇺🇸,1990-11-24,male,"welterweight, middleweight",16,16,6,1,1 KO 0 Sub 0 Dec,5,1 KO 2 Sub 2 Dec,0.16666666666666666,1,-4,0,2620,2019-10-05,L - Callan Potter,2021-12-04,L - Dusko Todorovic
Irwin Rivera,🇲🇽,1989-02-14,male,"bantamweight, featherweight",16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,0.3333333333333333,1,-1,0,2577,2020-05-16,L - Giga Chikadze,2020-09-19,L - Andre Ewell
Naoki Inoue,🇯🇵,1997-06-14,male,flyweight,16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,0.5,1,-1,0,2470,2017-06-17,W - Carls John de Tomas,2018-06-23,L - Matt Schnell
Carlos Hernandez,🇺🇸,1993-10-25,male,flyweight,16,16,7,3,0 KO 0 Sub 3 Dec,4,1 KO 2 Sub 1 Dec,0.42857142857142855,1,-1,0,2676,2022-02-26,W - Victor Altamirano,2025-05-17,L - HyunSung Park
Suman Mokhtarian,🇦🇺,1992-06-13,male,featherweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2422,2018-12-01,L - Sodiq Yusuff,2019-12-21,L - SeungWoo Choi
Alexey Kunchenko,🇷🇺,1984-05-02,male,welterweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,0.5,2,-2,0,3138,2018-09-15,W - Thiago Alves,2020-03-14,L - Elizeu Zaleski dos Santos
James Mulheron,🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1988-02-20,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2545,2017-07-16,L - Justin Willis,2017-07-16,L - Justin Willis
Jamal Pogues,🇺🇸,1995-12-01,male,heavyweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,0.5,1,-1,0,2718,2023-02-18,W - Josh Parisian,2025-02-01,L - Hamdy Abdelwahab
Herbert Burns,🇧🇷,1988-02-02,male,featherweight,16,16,6,2,1 KO 1 Sub 0 Dec,4,4 KO 0 Sub 0 Dec,0.3333333333333333,2,-4,1,2974,2020-01-25,W - Nate Landwehr,2024-08-17,L - Jack Jenkins
Bruno Silva,🇧🇷,1989-07-13,male,middleweight,16,16,11,4,4 KO 0 Sub 0 Dec,7,1 KO 2 Sub 4 Dec,0.36363636363636365,3,-5,3,3053,2021-06-19,W - Wellington Turman,2025-05-10,L - Marc-Andre Barriault
Royston Wee,🇸🇬,1986-11-15,male,"bantamweight, featherweight",16,16,3,2,0 KO 0 Sub 2 Dec,1,1 KO 0 Sub 0 Dec,0.6666666666666666,2,-1,0,2510,2014-01-04,W - Dave Galera,2015-05-16,L - Guangyou Ning
Cheyanne Vlismas,🇺🇸,1995-06-25,female,women's strawweight,16,16,4,2,1 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,0.5,2,-1,2,2553,2021-03-20,L - Montserrat Conejo Ruiz,2022-12-17,L - Cory McKenna
Mark De La Rosa,🇺🇸,1994-08-31,male,"flyweight, bantamweight",13,16,7,2,0 KO 1 Sub 1 Dec,5,1 KO 1 Sub 3 Dec,0.2857142857142857,2,-4,0,2672,2017-12-30,L - Tim Elliott,2020-06-13,L - Jordan Espinosa
Abdul Razak Alhassan,🇬🇭 🇺🇸,1985-08-11,male,"welterweight, middleweight",16,16,14,6,6 KO 0 Sub 0 Dec,7,2 KO 1 Sub 4 Dec,0.42857142857142855,3,-1,4,2885,2016-11-19,W - Charlie Ward,2025-01-11,L - Cesar Almeida
Megan Anderson,🇦🇺,1990-02-11,female,women's featherweight,16,16,6,3,2 KO 1 Sub 0 Dec,3,0 KO 2 Sub 1 Dec,0.5,2,-1,1,2700,2018-06-09,L - Holly Holm,2021-03-06,L - Amanda Nunes
Shanna Young,🇺🇸,1991-02-20,female,"women's flyweight, women's bantamweight",16,16,4,1,1 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,0.25,1,-1,0,2395,2020-02-15,L - Macy Chiasson,2022-11-05,L - Miranda Maverick
Pawel Pawlak,🇵🇱,1989-02-08,male,welterweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,0.3333333333333333,1,-1,0,2586,2014-05-30,L - Peter Sobotta,2015-07-18,L - Leon Edwards
Aalon Cruz,🇺🇸,1989-09-20,male,"featherweight, lightweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,-1,-2,0,2533,2020-02-29,L - Spike Carlyle,2021-03-06,L - Uros Medic
Molly McCann,🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1990-05-04,female,"women's flyweight, women's flyweight, women's strawweight",14,16,14,7,2 KO 1 Sub 4 Dec,7,0 KO 4 Sub 3 Dec,0.5,3,-2,4,2717,2018-05-27,L - Gillian Robertson,2025-03-22,L - Alexia Thainara
Takashi Sato,🇯🇵,1990-06-09,male,welterweight,16,16,7,2,2 KO 0 Sub 0 Dec,5,1 KO 2 Sub 2 Dec,0.2857142857142857,1,-4,0,2774,2019-04-27,W - Ben Saunders,2023-05-20,L - Themba Gorimbo
Ariane da Silva,🇧🇷,1994-01-26,female,"women's flyweight, women's bantamweight, women's flyweight",11,16,14,6,0 KO 2 Sub 4 Dec,8,3 KO 1 Sub 4 Dec,0.42857142857142855,3,-3,2,2744,2019-01-19,L - Joanne Wood,2025-06-07,L - Wang Cong
Sijara Eubanks,🇺🇸,1985-04-27,female,"women's flyweight, women's bantamweight, women's flyweight, women's bantamweight",1,16,10,5,1 KO 0 Sub 4 Dec,5,1 KO 0 Sub 4 Dec,0.5,2,-1,1,2792,2018-06-01,W - Lauren Murphy,2021-12-18,L - Melissa Gatto
Ji Yeon Kim,🇰🇷,1989-10-18,female,"women's flyweight, women's bantamweight, women's flyweight",13,16,10,3,1 KO 0 Sub 2 Dec,7,0 KO 0 Sub 7 Dec,0.3,2,-5,2,2525,2017-06-17,L - Lucie Pudilova,2023-05-13,L - Mandy Bohm
Salim Touahri,🇵🇱,1989-09-28,male,welterweight,16,16,3,0,0 KO 0 Sub 0 Dec,3,0 KO 0 Sub 3 Dec,0,-1,-3,0,2562,2017-10-21,L - Warlley Alves,2019-08-03,L - Mickey Gall
Larissa Pacheco,🇧🇷,1994-09-07,female,women's bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,0,-1,-2,0,2389,2014-09-13,L - Jessica Andrade,2015-03-14,L - Germaine de Randamie
Ricardo Ramos,🇧🇷,1995-08-01,male,"bantamweight, featherweight",16,16,15,8,2 KO 1 Sub 5 Dec,7,2 KO 3 Sub 2 Dec,0.5333333333333333,3,-2,3,2868,2017-02-04,W - Michinori Tanaka,2025-10-11,L - Kaan Ofli
David Teymur,🇸🇪,1989-05-01,male,lightweight,16,16,6,5,2 KO 0 Sub 3 Dec,1,0 KO 1 Sub 0 Dec,0.8333333333333334,5,-1,1,3009,2016-02-27,W - Martin Svensson,2019-02-02,L - Charles Oliveira
Daniel Teymur,🇸🇪,1988-02-03,male,"featherweight, lightweight",16,16,5,1,0 KO 0 Sub 1 Dec,4,1 KO 2 Sub 1 Dec,0.2,1,-1,1,2600,2017-07-16,L - Danny Henry,2019-12-14,L - Chase Hooper
Damian Stasiak,🇵🇱,1990-02-20,male,"bantamweight, featherweight",16,16,6,2,0 KO 2 Sub 0 Dec,4,1 KO 0 Sub 3 Dec,0.3333333333333333,2,-3,1,2716,2015-04-11,L - Yaotzin Meza,2018-07-22,L - Pingyuan Liu
Tyson Pedro,🇦🇺 🇼🇸,1991-09-17,male,light heavyweight,12,16,11,6,4 KO 2 Sub 0 Dec,5,1 KO 1 Sub 3 Dec,0.5454545454545454,2,-1,1,2770,2016-11-26,W - Khalil Rountree Jr.,2024-03-02,L - Vitor Petrino
Chase Sherman,🇺🇸,1989-11-16,male,heavyweight,16,16,15,4,3 KO 0 Sub 1 Dec,11,3 KO 2 Sub 6 Dec,0.26666666666666666,2,-2,2,2705,2016-08-06,L - Justin Ledet,2023-05-13,L - Karl Williams
John Allan,🇧🇷,1993-02-22,male,light heavyweight,16,16,3,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0,0,-2,0,2541,2019-07-13,NC - Mike Rodriguez,2021-11-06,L - Dustin Jacoby
Carlos Huachin,🇵🇪,1996-06-06,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2590,2019-05-11,L - Raoni Barcelos,2019-09-21,L - Jose Alberto Quinonez
Jesus Pinedo,🇵🇪,1996-06-22,male,lightweight,16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,0.5,1,-1,0,2657,2018-11-17,W - Devin Powell,2019-03-23,L - John Makdessi
Bruno Korea,🇧🇷,1991-06-28,male,bantamweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,-1,-1,0,2398,2015-11-07,L - Matheus Nicolau,2015-11-07,L - Matheus Nicolau
Dmitriy Sosnovskiy,🇷🇺,1989-07-06,male,heavyweight,16,16,1,1,0 KO 1 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,1,0,2788,2018-03-17,W - Mark Godbeer,2018-03-17,W - Mark Godbeer
Aleksandra Albu,🇷🇺,1990-07-14,female,women's strawweight,16,16,4,2,0 KO 1 Sub 1 Dec,2,0 KO 1 Sub 1 Dec,0.5,2,-2,0,2403,2015-04-11,W - Izabela Badurek,2019-10-26,L - Loma Lookboonmee
Markus Perez,🇧🇷,1990-06-22,male,middleweight,16,16,7,2,0 KO 2 Sub 0 Dec,5,1 KO 0 Sub 4 Dec,0.2857142857142857,1,-3,0,2698,2017-12-09,L - Eryk Anders,2021-01-20,L - Dalcha Lungiambula
Jenel Lausa,🇵🇭,1988-08-01,male,flyweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,0 KO 1 Sub 2 Dec,0.25,1,-3,0,2524,2016-11-26,W - Zhikui Yao,2018-06-23,L - Ulka Sasaki
Alexis Dufresne,🇺🇸,1990-08-31,female,NA,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0,-1,-2,0,2349,2014-07-06,L - Sarah Moras,2015-01-03,L - Marion Reneau
Joey Merritt,🇺🇸,1984-03-07,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2487,2015-06-27,L - Alex Oliveira,2015-06-27,L - Alex Oliveira
Julija Stoliarenko,🇱🇹,1993-04-08,female,"women's bantamweight, women's featherweight, women's flyweight",16,16,9,2,0 KO 2 Sub 0 Dec,7,2 KO 1 Sub 4 Dec,0.2222222222222222,1,-2,1,2582,2018-11-30,L - Leah Letson,2025-08-09,L - Gabriella Fernandes
Chance Rencountre,🇺🇸,1986-12-31,male,welterweight,16,16,4,2,0 KO 1 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,0.5,2,-1,0,2911,2018-06-01,L - Belal Muhammad,2019-11-02,L - Lyman Good
Rhys McKee,🇬🇧 🏴󠁧󠁢󠁮󠁩󠁲󠁿,1995-09-10,male,welterweight,16,16,6,1,1 KO 0 Sub 0 Dec,5,2 KO 0 Sub 3 Dec,0.16666666666666666,1,-1,1,2811,2020-07-25,L - Khamzat Chimaev,2025-09-06,L - Axel Sola
Antonio Carlos Junior,🇧🇷,1990-03-16,male,"middleweight, light heavyweight, heavyweight",11,16,13,7,0 KO 5 Sub 2 Dec,5,1 KO 0 Sub 4 Dec,0.5384615384615384,5,-3,0,3063,2014-05-31,W - Vitor Miranda,2021-01-23,L - Brad Tavares
Elias Garcia,🇺🇸,1992-09-13,male,flyweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,1,2422,2018-07-14,L - Mark De La Rosa,2018-12-01,L - Kai Kara-France
Chris Avila,🇺🇸,1993-01-16,male,featherweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0,-1,-2,0,2319,2016-08-20,L - Artem Lobov,2016-11-05,L - Enrique Barzola
Wagner Silva,🇧🇷,1987-02-07,male,"welterweight, middleweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,0,-1,-2,0,2309,2014-05-31,L - Ricardo Abreu,2014-11-08,L - Colby Covington
Juan Manuel Puig,🇲🇽,1989-04-23,male,"featherweight, lightweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,-1,-2,0,2524,2014-07-06,L - Adriano Martins,2014-11-22,L - Dooho Choi
Davi Ramos,🇧🇷,1986-11-05,male,"lightweight, welterweight",16,16,7,4,0 KO 3 Sub 1 Dec,3,0 KO 0 Sub 3 Dec,0.5714285714285714,4,-2,0,2935,2017-03-11,L - Sergio Moraes,2020-07-18,L - Arman Tsarukyan
Humberto Bandenay,🇵🇪,1994-09-04,male,featherweight,16,16,4,1,1 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,0.25,1,-3,1,2722,2017-08-05,W - Martin Bravo,2019-08-10,L - Eduardo Garagorri
Diego Rivas,🇨🇱,1991-11-11,male,"bantamweight, featherweight",16,16,4,2,1 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,0.5,2,-2,1,2647,2014-11-08,W - Rodolfo Rubio,2018-05-19,L - Guido Cannetti
Adam Wieczorek,🇵🇱,1992-02-05,male,heavyweight,16,16,3,2,0 KO 1 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,0.6666666666666666,2,-1,1,2772,2017-11-18,W - Anthony Hamilton,2018-11-03,L - Marcos Rogerio de Lima
Gina Mazany,🇺🇸,1988-08-19,female,"women's flyweight, women's bantamweight, women's bantamweight",15,16,8,2,1 KO 0 Sub 1 Dec,6,4 KO 1 Sub 1 Dec,0.25,1,-2,0,2462,2017-02-19,L - Sara McMann,2022-04-30,L - Shanna Young
Jason Witt,🇺🇸,1986-11-07,male,welterweight,16,16,6,2,0 KO 1 Sub 1 Dec,4,4 KO 0 Sub 0 Dec,0.3333333333333333,1,-2,1,2752,2020-06-27,L - Takashi Sato,2022-08-13,L - Josh Quinlan
Rogerio Bontorin,🇧🇷,1992-04-25,male,"flyweight, bantamweight",6,16,6,2,1 KO 0 Sub 1 Dec,3,1 KO 0 Sub 2 Dec,0.3333333333333333,2,-1,0,2821,2019-02-02,W - Magomed Bibulatov,2022-01-15,L - Brandon Royval
Ben Sosoli,🇦🇺,1989-12-10,male,heavyweight,16,16,2,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0,0,-1,0,2537,2019-10-18,NC - Greg Hardy,2020-02-22,L - Marcos Rogerio de Lima
Anthony Ivy,🇺🇸,1990-01-23,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2613,2020-06-13,L - Christian Aguilera,2020-09-12,L - Bryan Barberena
Viviane Pereira,🇧🇷,1993-08-28,female,women's strawweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,0.5,2,-2,0,2704,2016-12-10,W - Valerie Letourneau,2018-06-23,L - Yan Xiaonan
Taylor Lapilus,🇫🇷,1992-04-08,male,"bantamweight, featherweight",16,16,8,6,1 KO 0 Sub 5 Dec,2,0 KO 0 Sub 2 Dec,0.75,2,2,0,3023,2015-04-11,W - Rocky Lee,2024-09-28,W - Vince Morales
Mads Burnell,🇩🇰,1994-03-06,male,"featherweight, lightweight",16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 2 Sub 0 Dec,0.3333333333333333,1,-1,0,2650,2017-09-02,L - Michel Prazeres,2018-05-27,L - Arnold Allen
Mark Madsen,🇩🇰,1984-09-23,male,lightweight,16,16,6,4,1 KO 0 Sub 3 Dec,2,1 KO 1 Sub 0 Dec,0.6666666666666666,4,-2,0,2976,2019-09-28,W - Danilo Belluardo,2023-11-11,L - Jared Gordon
Curtis Millender,🇺🇸,1987-12-01,male,welterweight,15,16,5,3,1 KO 0 Sub 2 Dec,2,0 KO 1 Sub 1 Dec,0.6,3,-2,1,3104,2018-02-18,W - Thiago Alves,2019-04-13,L - Belal Muhammad
Kelly Faszholz,🇺🇸,1984-04-09,female,women's bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,1,2363,2016-02-21,L - Lauren Murphy,2016-10-01,L - Ketlen Vieira
Marcin Prachnio,🇵🇱,1988-07-14,male,light heavyweight,16,16,11,4,1 KO 0 Sub 3 Dec,7,3 KO 3 Sub 1 Dec,0.36363636363636365,2,-2,1,2764,2018-02-24,L - Sam Alvey,2025-07-19,L - Jimmy Crute
Vanessa Melo,🇧🇷,1988-03-27,female,women's bantamweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,0 KO 0 Sub 3 Dec,0.25,1,1,0,2518,2019-09-21,L - Irene Aldana,2021-01-16,W - Sarah Moras
Marcio Alexandre Jr.,🇧🇷,1989-05-03,male,"welterweight, middleweight",16,16,3,0,0 KO 0 Sub 0 Dec,3,0 KO 1 Sub 2 Dec,0,-1,-3,0,2525,2014-05-31,L - Warlley Alves,2015-12-12,L - Court McGee
Magomed Mustafaev,🇷🇺,1988-08-02,male,lightweight,16,16,5,3,3 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0.6,2,-1,1,2829,2015-06-20,W - Piotr Hallmann,2020-02-22,L - Brad Riddell
Anderson dos Santos,🇧🇷,1985-07-24,male,"bantamweight, featherweight",16,16,4,1,0 KO 1 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,0.25,1,-1,0,2568,2018-11-17,L - Nad Narimani,2021-08-07,L - Miles Johns
Jerome Rivera,🇺🇸,1995-04-22,male,"flyweight, bantamweight, featherweight",16,16,4,0,0 KO 0 Sub 0 Dec,4,2 KO 1 Sub 1 Dec,0,-1,-4,0,2559,2020-09-19,L - Tyson Nam,2021-07-10,L - Zhalgas Zhumagulov
Alan Baudot,🇫🇷,1988-02-01,male,heavyweight,16,16,4,0,0 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,0,0,-2,0,2446,2020-10-10,L - Tom Aspinall,2022-06-25,L - Josh Parisian
Enrique Barzola,🇵🇪,1989-04-28,male,"bantamweight, featherweight, lightweight",16,16,10,6,0 KO 0 Sub 6 Dec,3,0 KO 0 Sub 3 Dec,0.6,4,0,0,2882,2015-11-21,W - Horacio Gutierrez,2020-03-14,D - Rani Yahya
